text,name,in_1764,in_1778,in_names_omitted,division,occupation_abbr,occupation,sect_abbr,sect,start_1,end_1,start_2,end_2,born,born_about,died,died_about,died_after,age,flourished,flourished_about,flourished_before,flourished_after,flourished_century,lived
Cadmus fl. 1045 BC,Cadmus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-1064,-1034,-1094,-1014,,,,,,,-1044,FALSE,FALSE,FALSE,FALSE,
Cadmus Milesius fl. 550 BC H,Cadmus Milesius,FALSE,TRUE,TRUE,"Historians, Antiquarians, and Lawyers",H,Historian,,,-569,-539,-599,-519,,,,,,,-549,FALSE,FALSE,FALSE,FALSE,
Cæcilius d. af. 166 BC P,Cæcilius,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,-185,-165,-225,-155,,,-165,FALSE,TRUE,,,,,,,
Caerleon Ludovicus fl. 1360 M,Caerleon Ludovicus,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1340,1370,1310,1390,,,,,,,1360,FALSE,FALSE,FALSE,FALSE,
"Cæsalpinus, Andreas, d. 1603 84 Ph","Cæsalpinus, Andreas,",FALSE,TRUE,FALSE,Mathematicians and Physicians,Ph,Physician,,,1519,1603,1519,1603,,,1603,FALSE,FALSE,84,,,,,,
"Cæsalpinus, Andreas, d. 1613. 44 Ph","Cæsalpinus, Andreas,",FALSE,FALSE,TRUE,Mathematicians and Physicians,Ph,Physician,,,1569,1613,1569,1613,,,1613,FALSE,FALSE,44,,,,,,
"Cæsar, Julius d. 44 BC 56","Cæsar, Julius",TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-99,-43,-99,-43,,,-43,FALSE,FALSE,56,,,,,,
Cajetan d. 1534. 65 D,Cajetan,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1469,1534,1469,1534,,,1534,FALSE,FALSE,65,,,,,,
Caius d. ab. 210 L,Caius,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",L,Lawyer,,,180,210,140,210,,,210,TRUE,FALSE,,,,,,,
Caius J. d. 1573. 63 Ph,Caius J.,TRUE,TRUE,FALSE,Mathematicians and Physicians,Ph,Physician,,,1510,1573,1510,1573,,,1573,FALSE,FALSE,63,,,,,,
Calamy d. 1732. 61 D,Calamy,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1671,1732,1671,1732,,,1732,FALSE,FALSE,61,,,,,,
Caleca Manuel fl. 1250 D,Caleca Manuel,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1230,1260,1200,1280,,,,,,,1250,FALSE,FALSE,FALSE,FALSE,
Caligula d. 41. 29,Caligula,TRUE,FALSE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,12,41,12,41,,,41,FALSE,FALSE,29,,,,,,
Caligua d. 41. 29,Caligua,FALSE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,12,41,12,41,,,41,FALSE,FALSE,29,,,,,,
Calippus fl. 330 BC M,Calippus,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,-349,-319,-379,-299,,,,,,,-329,FALSE,FALSE,FALSE,FALSE,
Calisthenes d. 328 H P.,Calisthenes,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,,,298,328,258,328,,,328,FALSE,FALSE,,,,,,,
Callimachus d. ab. 244 BC P,Callimachus,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,-273,-243,-313,-243,,,-243,TRUE,FALSE,,,,,,,
Callinicus fl. 673 M,Callinicus,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,653,683,623,703,,,,,,,673,FALSE,FALSE,FALSE,FALSE,
Callistratus d. 345 BC Ar,Callistratus,TRUE,TRUE,FALSE,Poets and Artists,Ar,Architect,,,-374,-344,-414,-344,,,-344,FALSE,FALSE,,,,,,,
Calpurnius Julius fl. 281 P,Calpurnius Julius,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,261,291,231,311,,,,,,,281,FALSE,FALSE,FALSE,FALSE,
Calvin d. 1564. 55 D,Calvin,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1509,1564,1509,1564,,,1564,FALSE,FALSE,55,,,,,,
Camanusali fl. 1258 Ph,Camanusali,TRUE,FALSE,FALSE,Mathematicians and Physicians,Ph,Physician,,,1238,1268,1208,1288,,,,,,,1258,FALSE,FALSE,FALSE,FALSE,
Camanusali fl. before 1258 Ph,Camanusali,FALSE,TRUE,FALSE,Mathematicians and Physicians,Ph,Physician,,,1238,1268,1208,1288,,,,,,,1258,FALSE,TRUE,FALSE,FALSE,
Camden d. 1623. 72 H,Camden,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1551,1623,1551,1623,,,1623,FALSE,FALSE,72,,,,,,
Camerarius d. 1574. 75 Cr,Camerarius,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1499,1574,1499,1574,,,1574,FALSE,FALSE,75,,,,,,
Camillus d. 365 BC ab. 95,Camillus,TRUE,FALSE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-459,-364,-459,-364,,,-364,FALSE,FALSE,,,,,,,
Camillus d. 365 BC ab. 80,Camillus,FALSE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-444,-364,-444,-364,,,-364,FALSE,FALSE,,,,,,,
Camoens d. 1579. 50 P,Camoens,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,1529,1579,1529,1579,,,1579,FALSE,FALSE,50,,,,,,
Campanus fl. 1199 M,Campanus,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1179,1209,1149,1229,,,,,,,1199,FALSE,FALSE,FALSE,FALSE,
Cantacuzenus John d. 1375 H,Cantacuzenus John,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1345,1375,1305,1375,,,1375,FALSE,FALSE,,,,,,,
Cantemer d. 1763 H,Cantemer,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1733,1763,1693,1763,,,1763,FALSE,FALSE,,,,,,,
Canute d. 1036,Canute,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1006,1036,966,1036,,,1036,FALSE,FALSE,,,,,,,
Capella Marcianus fl. 470 P,Capella Marcianus,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,450,480,420,500,,,,,,,470,FALSE,FALSE,FALSE,FALSE,
Capellus d. 1658 79 D,Capellus,FALSE,TRUE,TRUE,Divines and Metaphysicians,D,Christian Religious Person,,,1579,1658,1579,1658,,,1658,FALSE,FALSE,79,,,,,,
Capito Ateius d. af. 9 L,Capito Ateius,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",L,Lawyer,,,-11,9,-51,19,,,9,FALSE,TRUE,,,,,,,
Capitolinus Julius fl. 301 H,Capitolinus Julius,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,281,311,251,331,,,,,,,301,FALSE,FALSE,FALSE,FALSE,
Caracalla d. 217. 43,Caracalla,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,174,217,174,217,,,217,FALSE,FALSE,43,,,,,,
Caractacus fl. 47,Caractacus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,27,57,-3,77,,,,,,,47,FALSE,FALSE,FALSE,FALSE,
Caranus fl. 596 BC,Caranus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-615,-585,-645,-565,,,,,,,-595,FALSE,FALSE,FALSE,FALSE,
Carausius d. 293,Carausius,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,263,293,223,293,,,293,FALSE,FALSE,,,,,,,
Cardan d. 1575. 75 M,Cardan,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1500,1575,1500,1575,,,1575,FALSE,FALSE,75,,,,,,
Carlos of Navarre d. 1386. 55,Carlos of Navarre,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1331,1386,1331,1386,,,1386,FALSE,FALSE,55,,,,,,
Carneades d. 128 BC 90 H P. Ac,Carneades,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Ac,Academic,-217,-127,-217,-127,,,-127,FALSE,FALSE,90,,,,,,
Carpus Jacobus. fl. 1510 Ph,Carpus Jacobus.,FALSE,TRUE,FALSE,Mathematicians and Physicians,Ph,Physician,,,1490,1520,1460,1540,,,,,,,1510,FALSE,FALSE,FALSE,FALSE,
Carpus Ant. fl. 490 M,Carpus Ant.,FALSE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,470,500,440,520,,,,,,,490,FALSE,FALSE,FALSE,FALSE,
Carracci Annibal d. 1609. 40 Pa,Carracci Annibal,TRUE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,1569,1609,1569,1609,,,1609,FALSE,FALSE,40,,,,,,
Carrario of Venice d. 1405,Carrario of Venice,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1375,1405,1335,1405,,,1405,FALSE,FALSE,,,,,,,
Caruncanius Tiberius d. 245 BC L,Caruncanius Tiberius,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",L,Lawyer,,,-274,-244,-314,-244,,,-244,FALSE,FALSE,,,,,,,
Carus Ma. d. 284,Carus Ma.,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,254,284,214,284,,,284,FALSE,FALSE,,,,,,,
Casaubon J. d. 1614. 54 Cr,Casaubon J.,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1560,1614,1560,1614,,,1614,FALSE,FALSE,54,,,,,,
Casimer 3d of Poland d. 1370,Casimer 3d of Poland,TRUE,FALSE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1340,1370,1300,1370,,,1370,FALSE,FALSE,,,,,,,
Casimer 3d of Poland d. 1370. 60,Casimer 3d of Poland,FALSE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1310,1370,1310,1370,,,1370,FALSE,FALSE,60,,,,,,
Cassander d. 298 BC,Cassander,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-327,-297,-367,-297,,,-297,FALSE,FALSE,,,,,,,
Cassianus d. 448. 97 F,Cassianus,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,351,448,351,448,,,448,FALSE,FALSE,97,,,,,,
Cassini d. 1712. 87 M,Cassini,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1625,1712,1625,1712,,,1712,FALSE,FALSE,87,,,,,,
Cassiodorus d. af. 562 F,Cassiodorus,TRUE,FALSE,FALSE,Divines and Metaphysicians,F,Christian Father,,,542,562,502,572,,,562,FALSE,TRUE,,,,,,,
Cassiodorus d. af. 562 above 93 F,Cassiodorus,FALSE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,479,562,459,572,,,562,FALSE,TRUE,,,,,,,
Cassius d. 42 BC,Cassius,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-71,-41,-111,-41,,,-41,FALSE,FALSE,,,,,,,
Cassius Sp. d. 485,Cassius Sp.,TRUE,FALSE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,455,485,415,485,,,485,FALSE,FALSE,,,,,,,
Cassius Sp. d. 485 BC,Cassius Sp.,FALSE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-514,-484,-554,-484,,,-484,FALSE,FALSE,,,,,,,
Cassius Av. d. 175 BC,Cassius Av.,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-204,-174,-244,-174,,,-174,FALSE,FALSE,,,,,,,
Cassius Longinus fl. 70 L,Cassius Longinus,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",L,Lawyer,,,50,80,20,100,,,,,,,70,FALSE,FALSE,FALSE,FALSE,
Castalio d. 1563. 48 D,Castalio,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1515,1563,1515,1563,,,1563,FALSE,FALSE,48,,,,,,
Castruccio d. 1328,Castruccio,TRUE,FALSE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1298,1328,1258,1328,,,1328,FALSE,FALSE,,,,,,,
Castruccio d. 1328. 44,Castruccio,FALSE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1284,1328,1284,1328,,,1328,FALSE,FALSE,44,,,,,,
Cataline d. 62 BC,Cataline,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-91,-61,-131,-61,,,-61,FALSE,FALSE,,,,,,,
Catharini of Medicis d. 1589. 70,Catharini of Medicis,FALSE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1519,1589,1519,1589,,,1589,FALSE,FALSE,70,,,,,,
Cato Censor d. 148 BC85,Cato Censor,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-232,-147,-232,-147,,,-147,FALSE,FALSE,85,,,,,,
Cato Uticensis d. 46 BC48,Cato Uticensis,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-93,-45,-93,-45,,,-45,FALSE,FALSE,48,,,,,,
Cato Dionysius fl. 200 P,Cato Dionysius,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,180,210,150,230,,,,,,,200,FALSE,FALSE,FALSE,FALSE,
Catullus d. ab. 40 BC46 P,Catullus,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,-85,-39,-85,-39,,,-39,TRUE,FALSE,46,,,,,,
Catulus d. 87 BC,Catulus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-116,-86,-156,-86,,,-86,FALSE,FALSE,,,,,,,
"Cavalieri, Bonaventure d. 1647 49","Cavalieri, Bonaventure",FALSE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1598,1647,1598,1647,,,1647,FALSE,FALSE,49,,,,,,
Cave d. 1713 ab. 65 H,Cave,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1648,1713,1648,1713,,,1713,FALSE,FALSE,,,,,,,
Caxton d. 1491. 39 Pa,Caxton,TRUE,FALSE,FALSE,Poets and Artists,Pa,Painter,,,1452,1491,1452,1491,,,1491,FALSE,FALSE,39,,,,,,
Caxton d. 1491. 79 Pa,Caxton,FALSE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,1412,1491,1412,1491,,,1491,FALSE,FALSE,79,,,,,,
Cebes fl. 405 BC H P. Soc,Cebes,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Soc,Socratic,-424,-394,-454,-374,,,,,,,-404,FALSE,FALSE,FALSE,FALSE,
Cecrops fl. 1125 BC,Cecrops,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-1144,-1114,-1174,-1094,,,,,,,-1124,FALSE,FALSE,FALSE,FALSE,
Cedrenus fl. 1056 H,Cedrenus,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1036,1066,1006,1086,,,,,,,1056,FALSE,FALSE,FALSE,FALSE,
Celsus Cornelias fl. 17 Ph,Celsus Cornelias,TRUE,TRUE,FALSE,Mathematicians and Physicians,Ph,Physician,,,-3,27,-33,47,,,,,,,17,FALSE,FALSE,FALSE,FALSE,
Celsus Cornelias fl. 150 H P.,Celsus Cornelias,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,,,130,160,100,180,,,,,,,150,FALSE,FALSE,FALSE,FALSE,
Censorinus fl. 238 Cr,Censorinus,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,218,248,188,268,,,,,,,238,FALSE,FALSE,FALSE,FALSE,
Cepheus fl. 1014 BC,Cepheus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-1033,-1003,-1063,-983,,,,,,,-1013,FALSE,FALSE,FALSE,FALSE,
Cerda of Wessex d. 534,Cerda of Wessex,TRUE,FALSE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,504,534,464,534,,,534,FALSE,FALSE,,,,,,,
Cerdic of Wessex d. 534,Cerdic of Wessex,FALSE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,504,534,464,534,,,534,FALSE,FALSE,,,,,,,
Ceres fl. 1030 BC,Ceres,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-1049,-1019,-1079,-999,,,,,,,-1029,FALSE,FALSE,FALSE,FALSE,
Cerinthus fl. 80 F,Cerinthus,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,60,90,30,110,,,,,,,80,FALSE,FALSE,FALSE,FALSE,
Cervantes d. 1620. 69 Bel,Cervantes,TRUE,TRUE,FALSE,Orators and Critics,Bel,Writer,,,1551,1620,1551,1620,,,1620,FALSE,FALSE,69,,,,,,
Cerularius Michael d. 1058 D,Cerularius Michael,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1028,1058,988,1058,,,1058,FALSE,FALSE,,,,,,,
Chabrias d. 376 BC,Chabrias,TRUE,FALSE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-405,-375,-445,-375,,,-375,FALSE,FALSE,,,,,,,
Chabrias d. 357 BC,Chabrias,FALSE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-386,-356,-426,-356,,,-356,FALSE,FALSE,,,,,,,
Chæremon fl. 25 M,Chæremon,FALSE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,5,35,-25,55,,,,,,,25,FALSE,FALSE,FALSE,FALSE,
Chalchondiles d. 1510 ab. 80 Cr,Chalchondiles,TRUE,FALSE,FALSE,Orators and Critics,Cr,Critic,,,1430,1510,1430,1510,,,1510,FALSE,FALSE,,,,,,,
Chalchondiles d. 1513 ab. 80 Cr,Chalchondiles,FALSE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1433,1513,1433,1513,,,1513,FALSE,FALSE,,,,,,,
Charlemaigne d. 813. 70,Charlemaigne,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,743,813,743,813,,,813,FALSE,FALSE,70,,,,,,
Charles the Bald. d. 876. 53,Charles the Bald.,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,823,876,823,876,,,876,FALSE,FALSE,53,,,,,,
Charles le Gros d. 888,Charles le Gros,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,858,888,818,888,,,888,FALSE,FALSE,,,,,,,
Charles 5th d. 1558. 58,Charles 5th,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1500,1558,1500,1558,,,1558,FALSE,FALSE,58,,,,,,
Charles 8th d. 1498. 27,Charles 8th,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1471,1498,1471,1498,,,1498,FALSE,FALSE,27,,,,,,
Charles 12th of Sweden d. 1719. 35,Charles 12th of Sweden,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1684,1719,1684,1719,,,1719,FALSE,FALSE,35,,,,,,
Charles Martel d. 741. 50,Charles Martel,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,691,741,691,741,,,741,FALSE,FALSE,50,,,,,,
Charmidas fl. 95 BC H P. Ac,Charmidas,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Ac,Academic,-114,-84,-144,-64,,,,,,,-94,FALSE,FALSE,FALSE,FALSE,
Charon of Lampsacus fl. 479 BC H,Charon of Lampsacus,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,-498,-468,-528,-448,,,,,,,-478,FALSE,FALSE,FALSE,FALSE,
Charondas fl. 446 BC H P.,Charondas,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,,,-465,-435,-495,-415,,,,,,,-445,FALSE,FALSE,FALSE,FALSE,
Charops fl. 647 BC,Charops,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-666,-636,-696,-616,,,,,,,-646,FALSE,FALSE,FALSE,FALSE,
Chaucer d. 1400. 72 P,Chaucer,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,1328,1400,1328,1400,,,1400,FALSE,FALSE,72,,,,,,
Cheke John d. 1557. 43 Cr,Cheke John,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1514,1557,1514,1557,,,1557,FALSE,FALSE,43,,,,,,
Cheops fl. 825 BC,Cheops,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-844,-814,-874,-794,,,,,,,-824,FALSE,FALSE,FALSE,FALSE,
Cheyne d. 1743 Ph,Cheyne,FALSE,TRUE,TRUE,Mathematicians and Physicians,Ph,Physician,,,1713,1743,1673,1743,,,1743,FALSE,FALSE,,,,,,,
Chicheley d. 1443 D,Chicheley,FALSE,TRUE,TRUE,Divines and Metaphysicians,D,Christian Religious Person,,,1413,1443,1373,1443,,,1443,FALSE,FALSE,,,,,,,
Chiron fl. 939 BC,Chiron,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-958,-928,-988,-908,,,,,,,-938,FALSE,FALSE,FALSE,FALSE,
Chillingworth d. 1644. 42 D,Chillingworth,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1602,1644,1602,1644,,,1644,FALSE,FALSE,42,,,,,,
Chœroboscus Georgius fl. 750 Cr,Chœroboscus Georgius,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,730,760,700,780,,,,,,,750,FALSE,FALSE,FALSE,FALSE,
Choricius fl. 570 Cr,Choricius,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,550,580,520,600,,,,,,,570,FALSE,FALSE,FALSE,FALSE,
Chosroes the Great d. 580,Chosroes the Great,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,550,580,510,580,,,580,FALSE,FALSE,,,,,,,
Chosroes 2d d. 627,Chosroes 2d,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,597,627,557,627,,,627,FALSE,FALSE,,,,,,,
Christ d. 33. 37,Christ,FALSE,TRUE,TRUE,Statesmen and Warriors,,Politician/Military Person,,,-4,33,-4,33,,,33,FALSE,FALSE,37,,,,,,
Chrysostom d. 407. 53 F,Chrysostom,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,354,407,354,407,,,407,FALSE,FALSE,53,,,,,,
Chrodogandus d. 765 D.,Chrodogandus,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,735,765,695,765,,,765,FALSE,FALSE,,,,,,,
Chrysipppus d. 207. 73 H P.,Chrysipppus,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,,,134,207,134,207,,,207,FALSE,FALSE,73,,,,,,
Chrysoloras d. 1415. 60 Cr,Chrysoloras,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1355,1415,1355,1415,,,1415,FALSE,FALSE,60,,,,,,
Chubb d. 1747. 67 D,Chubb,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1680,1747,1680,1747,,,1747,FALSE,FALSE,67,,,,,,
Churchill d. 1764 P,Churchill,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,1734,1764,1694,1764,,,1764,FALSE,FALSE,,,,,,,
Chylo fl. 600 BC H P.,Chylo,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,,,-619,-589,-649,-569,,,,,,,-599,FALSE,FALSE,FALSE,FALSE,
Ciaconius d. 1581. 56 M,Ciaconius,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1525,1581,1525,1581,,,1581,FALSE,FALSE,56,,,,,,
Cibber d. 1757. 86 P,Cibber,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,1671,1757,1671,1757,,,1757,FALSE,FALSE,86,,,,,,
Cicero d. 43 BC 64,Cicero,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-106,-42,-106,-42,,,-42,FALSE,FALSE,64,,,,,,
Cid (Roderigo) d. 1099,Cid (Roderigo),TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1069,1099,1029,1099,,,1099,FALSE,FALSE,,,,,,,
Cimabue d. 1300. 60 Pa,Cimabue,TRUE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,1240,1300,1240,1300,,,1300,FALSE,FALSE,60,,,,,,
Cimon d. 449 BC 51,Cimon,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-499,-448,-499,-448,,,-448,FALSE,FALSE,51,,,,,,
Cincinnatus fl. 456 BC,Cincinnatus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-475,-445,-505,-425,,,,,,,-455,FALSE,FALSE,FALSE,FALSE,
Cinna d. 84 BC,Cinna,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-113,-83,-153,-83,,,-83,FALSE,FALSE,,,,,,,
Cinnamus d. af. 1183 H,Cinnamus,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1163,1183,1123,1193,,,1183,FALSE,TRUE,,,,,,,
Clarendon d. 1674. 67,Clarendon,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1607,1674,1607,1674,,,1674,FALSE,FALSE,67,,,,,,
Clarke d. 1729. 54 D,Clarke,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1675,1729,1675,1729,,,1729,FALSE,FALSE,54,,,,,,
Claudian fl. 397 P,Claudian,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,377,407,347,427,,,,,,,397,FALSE,FALSE,FALSE,FALSE,
Claudius d. 54. 63,Claudius,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-9,54,-9,54,,,54,FALSE,FALSE,63,,,,,,
Clavius d. 1612. 75 M,Clavius,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1537,1612,1537,1612,,,1612,FALSE,FALSE,75,,,,,,
Cleanthes d. ab. 240. 80 H P. Sto,Cleanthes,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Sto,Stoic,160,240,160,240,,,240,TRUE,FALSE,80,,,,,,
Clemens Alex. fl. 206 F,Clemens Alex.,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,186,216,156,236,,,,,,,206,FALSE,FALSE,FALSE,FALSE,
Clemens Romanus fl. 65 F,Clemens Romanus,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,45,75,15,95,,,,,,,65,FALSE,FALSE,FALSE,FALSE,
Clement 5th d. 1314 Po,Clement 5th,TRUE,TRUE,FALSE,Divines and Metaphysicians,Po,Pope,,,1284,1314,1244,1314,,,1314,FALSE,FALSE,,,,,,,
Clement 8th d. 1605. 69 Po,Clement 8th,TRUE,TRUE,FALSE,Divines and Metaphysicians,Po,Pope,,,1536,1605,1536,1605,,,1605,FALSE,FALSE,69,,,,,,
Cleobulus fl. 540 H P.,Cleobulus,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,,,520,550,490,570,,,,,,,540,FALSE,FALSE,FALSE,FALSE,
